Table 1
Grant Activity,,,,,,,,,,,,,,,,,,,
Beloved In Christ,,,,,,,,,,,,,,,,,,,
Transaction ID,Charity,Charity Address,Grant Status,Contact Person,Grant Letter,Grant Type,Amount,Foreign Currency Amount,Currency,Recommendation Submitted Date,Requested Payment Date,Sent Date,Recommended By,Recognition,Grant Purpose,Special Note,Cleared Date,Check Number / Payment ID,EIN
6171303,Phoenix Center &amp; Camp Phoenix,"119 Avenue G  , Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"77,000.00",0.00,USD,12/23/21,12/24/21,12/31/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund,,12/31/21,380255,26-0310507
4713691,Crazy Love Ministries,"107 SAGAMORE ST  , SAN FRANCISCO, CA 94112",Payment Cleared,,No,Single,"30,000.00",0.00,USD,7/18/20,7/18/20,7/24/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,7/24/20,334635,47-1182550
3647409,Africa New Life Ministries International,"7405 SW Tech Center Drive, #144  , Portland, OR 97223",Payment Cleared,Natalie Green,No,Single,"300,000.00",0.00,USD,5/22/19,5/22/19,6/3/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,Gift for the Impact Fund.,The Impact Fund is the charity's general fund.,6/3/19,308086,48-1291935
7004223,Freedom Generation Church,"P.O. Box 1044 , Spanaway, WA 98387",Payment Cleared,,Yes,Single,"25,000.00",0.00,USD,9/17/22,9/18/22,9/22/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Donation for Dean Braxton Ministries. Recommended by the Beloved in Christ Fund,Dean Braxton Ministries is fiscally sponsored by Freedom Generation Church.,9/22/22,402597,75-3094503
9868689,Activate Church,"3520 NE 3rd Ave Camas, WA 98607",Payment Cleared,,Yes,Single,"4,000.00",0.00,USD,11/20/24,11/20/24,11/29/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,11/29/24,505164,45-3852067
9872527,Activate Church,"3520 NE 3rd Ave Camas, WA 98607",Payment Cleared,,Yes,Single,"11,000.00",0.00,USD,11/21/24,11/21/24,11/29/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund,,11/29/24,506471,45-3852067
8175890,Crazy Love Ministries,"107 SAGAMORE ST  , SAN FRANCISCO, CA 94112",Payment Cleared,,Yes,Single,"150,000.00",0.00,USD,9/12/23,9/13/23,9/18/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Support for Basil Tech ministry,"Basil Tech ministry supports Basil Technologies, another nonprofit founded by the founder of the grantee.",9/18/23,443108,47-1182550
8175894,"The New Horizons Foundation, Inc.","731 Chapel Hills Dr. Colorado Springs, CO 80920",Payment Cleared,,Yes,Single,"30,000.00",0.00,USD,9/12/23,9/13/23,9/18/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"At the discretion of the charity, to support missionary Tyler Sowel for Project Overflowing Wells 2195. Recommended by the Beloved in Christ Fund.","Overflowing Wells is a project by the charity to reach communities where less than 2% of the community is Christian. Project number referenced in the grant purpose is used internally by the charity for recording keeping purposes. Per banking team, no relation to Tyler Sowel.",9/18/23,443038,84-1123082
8175895,Impact Christian Youth Camp Inc dba Camp of the Hills,"1552 CR 344 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"100,000.00",0.00,USD,9/12/23,9/13/23,9/20/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most. Recommended by the Beloved in Christ Fund.,,9/20/23,443168,74-2614354
8175896,Impact Christian Youth Camp Inc dba Camp of the Hills,"1552 CR 344 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,9/12/23,9/13/23,9/18/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Supporting Camp of Good Hope ministry / startup costs,,9/18/23,443169,74-2614354
8175901,Freedom Generation Church,"P.O. Box 1044 , Spanaway, WA 98387",Payment Cleared,,Yes,Single,"100,000.00",0.00,USD,9/12/23,9/13/23,9/22/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Donation for Dean Braxton Ministries. Recommended by the Beloved in Christ Fund.,Dean Braxton Ministries is fiscally sponsored by Freedom Generation Church.,9/22/23,443071,75-3094503
8175907,Bright City Ministries,"PO Box 3032 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"125,000.00",0.00,USD,9/12/23,9/13/23,9/19/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,James 1:27 Program: supporting widows and orphans in the Highland Lakes area. Recommended by the Beloved in Christ Fund.,,9/19/23,443133,85-3966985
8175913,Camp Agape,"PO Box 1484 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,9/12/23,9/13/23,9/21/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most,,9/21/23,443191,74-2963173
8608993,Burnet County FFA &amp; 4H Livestock Show Association,"P.O. Box 1074  , Burnet, TX 78611",Payment Cleared,,Yes,Single,"35,000.00",0.00,USD,1/4/24,1/5/24,1/11/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund.,,1/11/24,465597,74-2073867
7615342,HV3 Foundation,"160 Cone Cir Southern Pines, NC 28387",Payment Cleared,,Yes,Single,"15,000.00",0.00,USD,3/23/23,3/24/23,3/30/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,3/30/23,426531,83-1779871
8057371,He Touched Me Ministries,"736 Pheasant Rd. Fort Worth, TX 76131",Payment Cleared,,Yes,Single,"67,000.00",0.00,USD,8/1/23,8/2/23,8/7/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most. Recommended by the Beloved in Christ Fund.,,8/7/23,439470,30-0642828
6000839,Bright City Ministries,"PO Box 1411 Johnson City, TX 78636",Payment Cleared,Jerod Breakiron,Yes,Single,"100,000.00",0.00,USD,11/11/21,11/12/21,11/19/21,Mr. Lewis Karl Cirne,None,Support for the Psalm 685 Fund. Recommended by the Beloved in Christ Fund,Psalm 685 is a prayer blanket ministry run by the grantee for those suffering from cancer.,11/19/21,371083,85-3966985
7819112,M3 Romania NFP,"1601 Winchester Ln Schaumburg, IL 60193",Payment Cleared,Filip Ologeanu,Yes,Single,"113,750.00",0.00,USD,5/23/23,5/24/23,6/7/23,"Beloved In Christ Fund and 89 Applehead Island Drive Horseshoe Bay, TX 78657",None,"At the discretion of the charity, supplies for Ukraine per Jason Cain",,6/7/23,432504,27-2939056
7392371,Burnet County FFA &amp; 4H Livestock Show Association,"P.O. Box 1074  , Burnet, TX 78611",Payment Cleared,,Yes,Single,"30,000.00",0.00,USD,1/7/23,1/8/23,1/25/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,1/25/23,419709,74-2073867
7035140,Austin Disaster Relief Network,"P.O. Box 15424  , Austin, TX 78761-5424",Payment Cleared,Mr. Daniel Geraci,Yes,Single,"400,000.00",0.00,USD,9/29/22,9/30/22,10/4/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Annual support. Recommended by the Beloved in Christ Fund.,,10/4/22,403640,26-4789907
5244478,Freedom Generation Church,"P.O. Box 1044 , Spanaway, WA 98387",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,2/10/21,2/10/21,2/18/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,In Recognition of Beloved in Christ Foundation,Donation for Dean Braxton Ministries,Dean Braxton Ministries is fiscally sponsored by Freedom Generation Church.,2/18/21,352441,75-3094503
7035141,Africa New Life Ministries International,"7405 SW Tech Center Drive, #144  , Portland, OR 97223",Payment Cleared,Ms. Natalie Green,Yes,Single,"400,000.00",0.00,USD,9/29/22,9/30/22,10/6/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Annual support. Recommended by the Beloved in Christ Fund.,,10/6/22,403622,48-1291935
7035142,Bright City Ministries,"PO Box 1411 Johnson City, TX 78636",Payment Cleared,,Yes,Single,"100,000.00",0.00,USD,9/29/22,9/30/22,10/18/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,James 1:27 program. Donor note: Religion that God our Father accepts as pure and faultless is this: to look after orphans and widows in their distress...,The James 1:27 program of the grantee exists to help orphaned youth.,10/18/22,404987,85-3966985
8146576,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"20,000.00",0.00,USD,9/3/23,9/4/23,9/7/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most. Recommended by the Beloved in Christ Fund.,,9/7/23,442192,74-2453636
6229929,Austin Disaster Relief Network,"P.O. Box 15424  , Austin, TX 78761-5424",Payment Cleared,,Yes,Single,"70,000.00",0.00,USD,1/7/22,1/8/22,1/13/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"At the discretion of the charity, donation for disaster relief to assist Louisiana homes and churches",,1/13/22,382492,26-4789907
6279259,He Touched Me Ministries,"P.O. Box 13832  , Maumelle, AR 72113",Payment Cleared,,Yes,Single,"75,000.00",0.00,USD,1/18/22,1/19/22,1/25/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"At the discretion of the charity, to support of Zambia missionary school. Recommended by the Beloved in Christ Fund",,1/25/22,383250,30-0642828
9576154,Impact Christian Youth Camp Inc dba Camp of the Hills,"1552 CR 344 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"55,000.00",0.00,USD,9/12/24,9/12/24,10/10/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Camp of Good Hope,,10/10/24,494643,74-2614354
9576155,"Part of the Solution, Inc.","2759 Webster Avenue  , Bronx, NY 10458",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,9/12/24,9/12/24,9/19/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,9/19/24,494633,13-3425071
6880016,Freedom Generation Church,"P.O. Box 1044 , Spanaway, WA 98387",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,7/30/22,7/31/22,8/5/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Donation for Dean Braxton Ministries. Recommended by the Beloved in Christ Fund,Dean Braxton Ministries is fiscally sponsored by Freedom Generation Church.,8/5/22,399541,75-3094503
8975006,Cambodian Children's Fund,"2309 Santa Monica Blvd # 833 , Santa Monica, CA 90404",Payment Cleared,,Yes,Single,"100,000.00",0.00,USD,4/8/24,4/8/24,4/18/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,4/18/24,476544,20-0764162
6230041,He Touched Me Ministries,"736 Pheasant Rd. Fort Worth, TX 76131",Payment Cleared,,Yes,Single,"6,000.00",0.00,USD,1/8/22,1/9/22,1/12/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,2/7/22,88849,30-0642828
5812524,Messianic Vision Inc.,"P.O. Box 39222 Charlotte, NC 28278",Payment Cleared,"Joel Nori, Morris Graves",Yes,Single,"115,000.00",0.00,USD,9/10/21,9/10/21,9/16/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,9/16/21,366377,52-1081247
4536471,"Mountain Metro Church, Inc.","855 West Lake Blvd. Tahoe City, CA 96145",Payment Cleared,,No,Single,"50,000.00",0.00,USD,5/19/20,5/19/20,6/1/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund.,,6/1/20,331008,82-5259273
4258985,Faith Academy of Marble Falls,"P.O. Box 1240 , Marble Falls, TX 78654",Payment Cleared,Donna Wilcox,No,Single,"64,400.00",0.00,USD,2/7/20,2/7/20,2/14/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,In Recognition of Beloved in Christ Foundation,Unrestricted gift,,2/14/20,324184,74-2888658
7527706,Schambach Ministries International,"13798 S Sh 155 Tyler, TX 75703",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,2/21/23,2/22/23,2/27/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund,,2/27/23,423675,46-1107342
7933084,Young Life,"PO Box 5184 Harlan, IA 51593-0684",Payment Cleared,,Yes,Single,"400,000.00",0.00,USD,7/3/23,7/4/23,7/10/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Support for Latin American/Caribbean (LAC) University programs (#XD227),Number referenced is used internally by the charity for record-keeping purposes.,7/10/23,437241,84-0385934
7346589,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/25/22,12/26/22,12/29/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,12/29/22,417453,74-2453636
5131387,TexARTS,"2300 Lohman's Spur Suite 160 , Austin, TX 78734",Payment Cleared,,Yes,Single,"14,000.00",0.00,USD,1/6/21,1/6/21,1/11/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,1/20/21,61728,86-1150456
5246464,Austin Disaster Relief Network,"P.O. Box 15424  , Austin, TX 78761-5424",Payment Cleared,Daniel Geraci,Yes,Single,"150,000.00",0.00,USD,2/13/21,2/13/21,2/19/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,2/19/21,352601,26-4789907
7548420,Phoenix Center &amp; Camp Phoenix,"119 Avenue G  , Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"40,000.00",0.00,USD,3/3/23,3/4/23,3/13/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund,,3/13/23,424612,26-0310507
7548421,TexARTS,"2300 Lohman's Spur Suite 160 , Austin, TX 78734",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,3/3/23,3/4/23,3/9/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,3/9/23,424790,86-1150456
9658135,Lake Church at Horseshoe Bay,"P.O. Box 4864 Horseshoe Bay, TX 78657",Payment Cleared,,Yes,Single,"150,000.00",0.00,USD,10/2/24,10/2/24,10/10/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support. Recommended by the Beloved in Christ Fund.,,10/10/24,497452,934151701
6604286,GC Relief,"PO Box 1595 Merrifield, VA 22116-1595",Payment Cleared,,Yes,Single,"350,000.00",0.00,USD,5/4/22,5/5/22,5/9/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,6/6/22,96813,23-7275342
6604287,GC Relief,"PO Box 1595 Merrifield, VA 22116-1595",Payment Cleared,,Yes,Single,"350,000.00",0.00,USD,5/4/22,12/1/22,11/28/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,12/20/22,110618,23-7275342
8656066,New Saint Andrews College Inc,"P.O. Box 9025, 405 S Main St Moscow, ID 83843",Denied,,No,Single,"18,800.00",0.00,USD,1/11/24,1/12/24,,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General scholarship support,"Invoice 19759 Dodd, Jared",,,38-3906568
4248889,GlobalGiving Foundation Inc.,"1110 Vermont Ave NW Suite 550 , Washington, DC 20005-3593",Payment Cleared,,No,Single,"11,635.86",0.00,USD,2/5/20,2/5/20,2/14/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Australia Wildfires Relief Fund (Project #44385),"Per banker, the reason for the odd amount is due to this grant being a matching gift to the charity, matching an aggregated donation total. The fund number included at the end is the internal fund ID number at the grantee.",2/14/20,324321,30-0108263
4248891,"Center for Disaster Philanthropy, Inc.","One Thomas Circle NW, Ste 700 Washington, DC 20005",Payment Cleared,,No,Single,"10,000.00",0.00,USD,2/5/20,2/5/20,2/14/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,"Gift, at the discretion of the charity, for Australia Wildfires Relief",,2/14/20,324186,45-5257937
9658134,Bright City Ministries,"PO Box 3032 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"125,000.00",0.00,USD,10/2/24,10/2/24,10/11/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Support for the Benevolence Ministry,,10/11/24,497725,85-3966985
6066904,Austin Disaster Relief Network,"P.O. Box 15424  , Austin, TX 78761-5424",Payment Cleared,,Yes,Single,"350,000.00",0.00,USD,12/7/21,12/8/21,12/14/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,ADRN national program. Recommended by the Beloved in Christ Fund.,The Austin Disaster Relief Network (ADRN) has developed a new program - the National Training Academy (NTA) -- to equip and empower leaders around the nation and globe to create networks based on our model in order to respond to disasters.,12/14/21,376007,26-4789907
6066907,Austin Disaster Relief Network,"P.O. Box 15424  , Austin, TX 78761-5424",Payment Cleared,,Yes,Single,"100,000.00",0.00,USD,12/7/21,12/8/21,12/14/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Annual support. Recommended by the Beloved in Christ Fund.,,12/14/21,376009,26-4789907
4029248,Africa New Life Ministries International,"7405 SW Tech Center Drive, #144  , Portland, OR 97223",Payment Cleared,Natalie Green,No,Single,"125,000.00",0.00,USD,11/19/19,11/19/19,11/25/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Foundation.,"Per donor, confirmed this is an intended duplicate.",12/3/19,31507,48-1291935
4029249,Africa New Life Ministries International,"7405 SW Tech Center Drive, #144  , Portland, OR 97223",Payment Cleared,Natalie Green,No,Single,"37,500.00",0.00,USD,11/19/19,11/19/19,12/20/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Foundation.,"Per donor, confirmed this is an intended duplicate.",12/20/19,316520,48-1291935
4029251,Messianic Vision Inc.,"P.O. Box 39222 Charlotte, NC 28278",Payment Cleared,Linda Stumpf,No,Single,"100,000.00",0.00,USD,11/19/19,11/19/19,11/27/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Foundation.,,11/27/19,316285,52-1081247
6066908,Austin Disaster Relief Network,"P.O. Box 15424  , Austin, TX 78761-5424",Payment Cleared,,Yes,Single,"200,000.00",0.00,USD,12/7/21,12/8/21,12/14/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Local church programs and ministries. Recommended by the Beloved in Christ Fund.,,12/14/21,376008,26-4789907
4790540,Luis Palau Evangelistic Association,"PO Box 50 Portland, OR 97207",Payment Cleared,Kevin Palau,No,Single,"25,000.00",0.00,USD,9/1/20,9/1/20,9/11/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Donor note: Praying for Portland,,9/11/20,336798,93-0713827
6968481,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,9/4/22,9/5/22,9/12/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support,,9/21/22,104560,74-2453636
5098792,Westlake Bible Church,"9300 BEE CAVE ROAD , AUSTIN, TX 78733-6207",Payment Cleared,,Yes,Single,"30,000.00",0.00,USD,12/23/20,12/23/20,12/31/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Tithe,,12/31/20,349020,74-2132967
5098793,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"30,000.00",0.00,USD,12/23/20,12/23/20,12/29/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,Recommended by the Beloved in Christ Fund. - in the wire instructions,12/29/20,348346,74-2453636
5437479,Begin Again Foundation,"P.O. BOX 6029  , VIRGINIA BCH, VA 23456",Payment Cleared,,Yes,Single,"25,000.00",0.00,USD,4/22/21,4/22/21,4/27/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,4/27/21,356888,47-5223416
3595516,Austin Disaster Relief Network,"P.O. Box 15424  , Austin, TX 78761-5424",Payment Cleared,Daniel Geraci,No,Single,"125,000.00",0.00,USD,4/24/19,4/24/19,5/3/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,Unrestricted gift.,,5/3/19,306502,26-4789907
4726840,Freedom Generation Church,"P.O. Box 1044 , Spanaway, WA 98387",Payment Cleared,,No,Single,"60,000.00",0.00,USD,8/2/20,8/2/20,8/6/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,In Recognition of Beloved in Christ Foundation,"At the discretion of the charity, in support for Dean Braxton Ministries",Dean Braxton Ministries is fiscally sponsored by Freedom Generation Church.,8/6/20,335314,75-3094503
8716875,New Saint Andrews College Inc,"P.O. Box 9025, 405 S Main St Moscow, ID 83843",Payment Cleared,,Yes,Single,"20,000.00",0.00,USD,1/23/24,1/24/24,1/31/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General scholarship support. Recommended by the Beloved in Christ Fund.,,1/31/24,467387,38-3906568
8860282,"The Leukemia &amp; Lymphoma Society dba Blood Cancer United, Inc.","P.O. Box 22324 New York, NY 10087",Payment Cleared,,Yes,Single,"5,000.00",0.00,USD,3/6/24,3/7/24,4/15/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Donation for Student Visionaries of the Year program.,,4/15/24,472188,13-5644916
5644424,Young Life,"P.O. Box 520 Colorado Springs, CO 80901",Payment Cleared,Brett Rodgers,Yes,Single,"585,000.00",0.00,USD,7/9/21,7/9/21,7/15/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,In Recognition of Beloved in Christ Foundation,YL Central/Latin America donation to support Budget XD227,Budget XD227 will support the LA (Latin America)/Caribbean/European Programs.,7/15/21,362688,84-0385934
9658102,United in Crisis Inc.,"P.O. Box 2053 Lee's Summit, MO 64063",Payment Cleared,,Yes,Single,"100,000.00",0.00,USD,10/2/24,10/2/24,10/10/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,10/10/24,497754,92-3622073
6332919,Trinity College School Fund Inc.,"2 BRIDLE PATH LN , BEVERLY FARMS, MA 01915-2177",Payment Cleared,,Yes,Single,"400,000.00",0.00,USD,2/7/22,7/5/22,7/6/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Capital campaign. Recommended by the Beloved in Christ Fund,,7/6/22,397357,13-6187951
9122151,Mercy Chefs Inc.,"711 Washington Street  , Portsmouth, VA 23704",Payment Cleared,,Yes,Single,"5,000.00",0.00,USD,5/13/24,5/13/24,8/5/24,Beloved In Christ Fund,None,Where needed most / Unrestricted / General support. Recommended by the Beloved in Christ Fund,,8/12/24,159693,20-5050449
5004168,Trinity College School Fund Inc.,"2 BRIDLE PATH LN , BEVERLY FARMS, MA 01915-2177",Payment Cleared,Doug Mann,Yes,Single,"250,000.00",0.00,USD,12/5/20,12/5/20,12/11/20,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,12/11/20,344636,13-6187951
6404395,Faith Academy of Marble Falls,"P.O. Box 1240 , Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,3/3/22,3/4/22,3/7/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,2022 Honduras Mission support,,3/22/22,92043,74-2888658
9163409,Impact Christian Youth Camp Inc dba Camp of the Hills,"1552 CR 344 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,5/28/24,5/28/24,6/4/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,6/4/24,482769,74-2614354
9163411,Impact Christian Youth Camp Inc dba Camp of the Hills,"1552 CR 344 Marble Falls, TX 78654",Payment Cleared,Joseph Mrulekana,Yes,Single,"30,000.00",0.00,USD,5/28/24,5/28/24,6/4/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Camp of Good Hope,,6/4/24,482768,74-2614354
3435374,Austin Disaster Relief Network,"P.O. Box 15424  , Austin, TX 78761-5424",Payment Cleared,Kirsten Vliet,No,Single,"300,000.00",0.00,USD,2/2/19,2/2/19,2/11/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,null,Unrestricted gift.,,2/19/19,18553,26-4789907
8226099,Impact Christian Youth Camp Inc dba Camp of the Hills,"1552 CR 344 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"150,000.00",0.00,USD,9/22/23,9/23/23,9/28/23,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Where needed most,,9/28/23,444427,74-2614354
4031686,Village Enterprise Fund,"751 Laurel Street, PMB #222  , San Carlos, CA 94070",Payment Cleared,Dianne Calvi,No,Single,"50,000.00",0.00,USD,11/21/19,11/21/19,12/23/19,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,12/23/19,320550,22-2852248
6039046,Africa New Life Ministries International,"7405 SW Tech Center Drive, #144  , Portland, OR 97223",Payment Cleared,,Yes,Single,"400,000.00",0.00,USD,11/25/21,11/26/21,11/30/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,11/30/21,372997,48-1291935
6039047,Faith Academy of Marble Falls,"P.O. Box 1240 , Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"200,000.00",0.00,USD,11/25/21,11/26/21,11/30/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund.,,11/30/21,373061,74-2888658
6039048,GC Relief,"PO Box 1595 Merrifield, VA 22116-1595",Payment Cleared,,Yes,Single,"350,000.00",0.00,USD,11/25/21,11/26/21,11/29/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,12/17/21,80921,23-7275342
6039049,Trinity College School Fund Inc.,"2 BRIDLE PATH LN , BEVERLY FARMS, MA 01915-2177",Payment Cleared,,Yes,Single,"200,000.00",0.00,USD,11/25/21,11/26/21,11/30/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift,,11/30/21,373064,13-6187951
6039050,"Wings of Humanity, Inc.","7905 East Greenway Road, Suite 201 Scottsdale, AZ 85260",Payment Cleared,,Yes,Single,"50,000.00",0.00,USD,11/25/21,11/26/21,12/1/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund,,12/1/21,373072,83-2179357
6039051,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"25,000.00",0.00,USD,11/25/21,11/26/21,11/29/21,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund,,11/29/21,373078,74-2453636
7192909,Bright City Ministries,"PO Box 1411 Johnson City, TX 78636",Payment Cleared,,Yes,Single,"100,000.00",0.00,USD,11/9/22,11/10/22,11/18/22,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,Donation for James 1:27 Ministry,The James 1:27 Ministry of the grantee exists to help orphaned youth.,11/18/22,408021,85-3966985
9909001,Andrew Wommack Ministries Inc,"PO Box 3333 Colorado Springs, CO 80934",Payment Cleared,,Yes,Single,"10,000.00",0.00,USD,12/4/24,12/4/24,12/11/24,Beloved In Christ Fund and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,12/19/24,170284,84-0780017
